scene_name,gt_instance_id,gt_class,gt_point_count,baseline_best_iou,original_best_purity,original_pure_point_fraction,original_has_pure_segment,ibsp_best_purity,ibsp_pure_point_fraction,ibsp_has_pure_segment,pure_ibsp_segment_count,has_pure_reliable_ibsp,has_pure_sampled_ibsp,sam2_best_iou
scene0207_01,29019,kitchen cabinet,3302,0.6758118701007839,1.0,1.0,True,1.0,0.8982434887946699,True,20,False,False,0.0
scene0207_01,31052,towel,639,0.8635135135135135,1.0,1.0,True,1.0,1.0,True,8,False,False,0.0
scene0207_01,32018,clothes,3062,0.36185598071708347,1.0,1.0,True,1.0,0.7642064010450685,True,39,True,True,0.20426829268292682
scene0207_01,32055,clothes,898,0.13217544892552252,1.0,1.0,True,1.0,0.2383073496659243,True,3,False,False,0.0
scene0207_01,36054,dresser,3573,0.7439204905899768,1.0,1.0,True,1.0,0.9680940386230059,True,14,False,False,0.0
scene0207_01,38034,stool,1557,0.8457360130363932,1.0,1.0,True,1.0,0.9903660886319846,True,16,False,False,0.0
scene0207_01,38036,stool,1866,0.5973041280539174,1.0,1.0,True,1.0,0.9908896034297964,True,26,False,False,0.0
scene0207_01,41049,ceiling,155,1.0,1.0,1.0,True,1.0,1.0,True,1,False,False,0.0
scene0207_01,42021,bathtub,2727,0.9348645869043538,1.0,1.0,True,1.0,0.9882654932159882,True,7,False,False,0.00012156576707999027
scene0207_01,48032,backpack,950,0.4487482286254133,1.0,1.0,True,1.0,0.8947368421052632,True,9,True,False,0.39116428900138056
scene0207_01,48033,backpack,1685,0.8218872138470128,1.0,1.0,True,1.0,0.9531157270029673,True,17,False,False,0.00012692502961584025
scene0207_01,50057,printer,554,1.0,1.0,1.0,True,0.9942196531791907,0.9783393501805054,True,2,True,False,0.0
scene0207_01,55050,shower curtain,3418,0.8604449581045941,1.0,1.0,True,1.0,0.8285547103569338,True,11,False,False,0.0
